Application ID,mohela_clid,Application_date,Loan Amount,Closing_date,Schedule_funding_date,Stage,Loan_Type,Term,Rate Type,Undiscounted Rate,disbursement_1,disbursement_1_date,disbursement_2,disbursement_2_date,disbursement_3,disbursement_3_date,disbursement_4,disbursement_4_date
57106,57106,03/19/2017,16042.07,04/20/2017,04/20/2017,Closed,Refi,5,Fixed,5.1,,,,,,,,
56917,56917,03/19/2017,68259.25,04/18/2017,04/18/2017,Closed,Refi,7,Fixed,5.3,,,,,,,,
57031P2,57031P2,03/19/2017,170966.99,04/04/2017,04/04/2017,Closed,Refi,15,Fixed,5.4,,,,,,,,
56920,56920,03/19/2017,53445.15,04/07/2017,04/07/2017,Closed,Refi,15,Variable,5.6,,,,,,,,
56924,56924,03/19/2017,184703.78,04/04/2017,04/04/2017,Closed,Refi,15,Variable,3.89,,,,,,,,
56949,56949,03/19/2017,126338.93,03/27/2017,03/27/2017,Closed,Refi,7,Fixed,4.95,,,,,,,,
56969,56969,03/19/2017,41797.63,03/27/2017,03/27/2017,Closed,Refi,15,Fixed,5.5,,,,,,,,
56976,56976,03/19/2017,209867.06,04/28/2017,04/28/2017,Closed,Refi,10,Fixed,5.05,,,,,,,,
57002,57002,03/19/2017,261197.74,03/27/2017,03/27/2017,Closed,Refi,10,Fixed,4.95,,,,,,,,
57004,57004,03/19/2017,89052.04,04/19/2017,04/19/2017,Closed,Refi,7,Fixed,4.55,,,,,,,,
57024,57024,03/19/2017,57552.24,04/24/2017,04/24/2017,Closed,Refi,15,Fixed,5.7,,,,,,,,
57031P1,57031P1,03/19/2017,170966.99,04/04/2017,04/04/2017,Closed,Refi,15,Fixed,5.4,,,,,,,,
57066,57066,03/19/2017,28087.11,04/24/2017,04/24/2017,Closed,Refi,10,Fixed,5.4,,,,,,,,
57067,57067,03/19/2017,119786.87,04/25/2017,04/25/2017,Closed,Refi,20,Fixed,6.05,,,,,,,,
57075,57075,03/19/2017,82600,04/25/2017,04/25/2017,Closed,Refi,10,Fixed,5.3,,,,,,,,
57081,57081,03/19/2017,178555.76,04/07/2017,04/07/2017,Closed,Refi,7,Fixed,4.65,,,,,,,,
57086,57086,03/19/2017,92404.62,04/19/2017,04/19/2017,Closed,Refi,20,Fixed,6.05,,,,,,,,
57095,57095,03/19/2017,154677.68,04/19/2017,04/19/2017,Closed,Refi,5,Fixed,4.95,,,,,,,,
57031P3,57031P3,03/19/2017,170966.99,04/04/2017,04/04/2017,Closed,Refi,15,Fixed,5.4,,,,,,,,
57093P1,57093P1,03/19/2017,157147.94,05/25/2017,05/25/2017,Closed,Refi,20,Fixed,5.6,,,,,,,,
57093P2,57093P2,03/19/2017,157147.94,05/25/2017,05/25/2017,Closed,Refi,20,Fixed,5.6,,,,,,,,
57091,57091,03/19/2017,80154.35,04/04/2017,04/04/2017,Closed,Refi,20,Fixed,5.45,,,,,,,,
57114,57114,03/19/2017,36248.36,04/10/2017,04/10/2017,Closed,Refi,10,Fixed,5.15,,,,,,,,
57027,57027,03/19/2017,179718.67,04/03/2017,04/03/2017,Closed,Refi,15,Fixed,5.6,,,,,,,,
57048P1,57048P1,03/19/2017,140055.2,04/06/2017,04/06/2017,Closed,Refi,15,Variable,5.35,,,,,,,,
57048P3,57048P3,03/19/2017,140055.2,04/06/2017,04/06/2017,Closed,Refi,15,Variable,5.35,,,,,,,,
57048P2,57048P2,03/19/2017,140055.2,04/06/2017,04/06/2017,Closed,Refi,15,Variable,5.35,,,,,,,,
57156,57156,03/20/2017,71867.95,04/24/2017,04/24/2017,Closed,Refi,15,Variable,4.68,,,,,,,,
57173,57173,03/20/2017,160898.48,04/11/2017,04/11/2017,Closed,Refi,10,Fixed,5.4,,,,,,,,
57179,57179,03/20/2017,158033.81,04/04/2017,04/04/2017,Closed,Refi,15,Fixed,5.15,,,,,,,,
57199,57199,03/20/2017,202005.92,04/03/2017,04/03/2017,Closed,Refi,10,Fixed,4.95,,,,,,,,
57319,57319,03/20/2017,283323.89,04/19/2017,04/19/2017,Closed,Refi,5,Variable,4.83,,,,,,,,
57325,57325,03/20/2017,67360.95,05/15/2017,05/15/2017,Closed,Refi,15,Fixed,6,,,,,,,,
57329,57329,03/20/2017,80946.84,04/05/2017,04/05/2017,Closed,Refi,10,Fixed,5.4,,,,,,,,
57364,57364,03/20/2017,239619.21,04/04/2017,04/04/2017,Closed,Refi,10,Fixed,4.95,,,,,,,,
57195P2,57195P2,03/20/2017,197495.4,04/04/2017,04/04/2017,Closed,Refi,10,Fixed,6.4,,,,,,,,
57130,57130,03/20/2017,94826.42,03/28/2017,03/28/2017,Closed,Refi,20,Fixed,5.8,,,,,,,,
57136,57136,03/20/2017,14742.67,04/05/2017,04/05/2017,Closed,Refi,5,Fixed,4.5,,,,,,,,
57135,57135,03/20/2017,207760.24,04/24/2017,04/24/2017,Closed,Refi,15,Fixed,5.35,,,,,,,,
57138P1,57138P1,03/20/2017,177410.4,04/19/2017,04/19/2017,Closed,Refi,15,Fixed,5.15,,,,,,,,
57146,57146,03/20/2017,165162,06/19/2017,06/19/2017,Closed,Refi,10,Variable,4.23,,,,,,,,
57167,57167,03/20/2017,71668.89,04/03/2017,04/03/2017,Closed,Refi,10,Fixed,5.05,,,,,,,,
57177,57177,03/20/2017,56365.17,04/18/2017,04/18/2017,Closed,Refi,7,Fixed,5.4,,,,,,,,
57195P1,57195P1,03/20/2017,197495.4,04/04/2017,04/04/2017,Closed,Refi,10,Fixed,6.4,,,,,,,,
57194,57194,03/20/2017,254054.3,05/19/2017,05/19/2017,Closed,Refi,10,Fixed,4.75,,,,,,,,
57212,57212,03/20/2017,119382.51,04/05/2017,04/05/2017,Closed,Refi,10,Fixed,5.5,,,,,,,,
57232,57232,03/20/2017,113679.9,05/12/2017,05/12/2017,Closed,Refi,20,Fixed,6.1,,,,,,,,
57260P1,57260P1,03/20/2017,197969.71,06/19/2017,06/19/2017,Closed,Refi,10,Fixed,6.35,,,,,,,,
57310,57310,03/20/2017,231242.14,05/19/2017,05/19/2017,Closed,Refi,20,Variable,4.45,,,,,,,,
57315,57315,03/20/2017,174423.09,04/04/2017,04/04/2017,Closed,Refi,10,Fixed,4.75,,,,,,,,
57323,57323,03/20/2017,93142.89,04/06/2017,04/06/2017,Closed,Refi,20,Fixed,6.35,,,,,,,,
57322,57322,03/20/2017,20976.6,05/11/2017,05/11/2017,Closed,Refi,15,Fixed,5.6,,,,,,,,
57342,57342,03/20/2017,5655.62,04/19/2017,04/19/2017,Closed,Refi,10,Fixed,4.95,,,,,,,,
57344,57344,03/20/2017,49190.09,04/04/2017,04/04/2017,Closed,Refi,15,Fixed,5.6,,,,,,,,
57368,57368,03/20/2017,30000,05/19/2017,05/19/2017,Closed,Refi,5,Fixed,4.75,,,,,,,,
57374,57374,03/20/2017,109652.02,04/26/2017,04/26/2017,Closed,Refi,15,Fixed,4.92,,,,,,,,
57138P2,57138P2,03/20/2017,177410.4,04/19/2017,04/19/2017,Closed,Refi,15,Fixed,5.15,,,,,,,,
57260P2,57260P2,03/20/2017,197969.71,06/19/2017,06/19/2017,Closed,Refi,10,Fixed,6.35,,,,,,,,
57163,57163,03/20/2017,79856.55,04/03/2017,04/03/2017,Closed,Refi,7,Fixed,5.15,,,,,,,,
57176,57176,03/20/2017,23116.79,04/03/2017,04/03/2017,Closed,Refi,10,Fixed,6.15,,,,,,,,
57202,57202,03/20/2017,50038.51,05/01/2017,05/01/2017,Closed,Refi,10,Fixed,5.5,,,,,,,,
57305,57305,03/20/2017,74717.86,04/03/2017,04/03/2017,Closed,Refi,15,Fixed,5.15,,,,,,,,
57345,57345,03/20/2017,39411.28,04/03/2017,04/03/2017,Closed,Refi,20,Fixed,5.55,,,,,,,,
57373,57373,03/20/2017,83710.36,04/24/2017,04/24/2017,Closed,Refi,7,Fixed,5,,,,,,,,
57122,57122,03/20/2017,154049.14,04/04/2017,04/04/2017,Closed,Refi,10,Fixed,4.95,,,,,,,,
57149,57149,03/20/2017,71565.51,04/04/2017,04/04/2017,Closed,Refi,10,Fixed,5.3,,,,,,,,
57159,57159,03/20/2017,270000,04/05/2017,04/05/2017,Closed,Refi,15,Fixed,5.1,,,,,,,,
57372,57372,03/20/2017,93846.16,04/26/2017,04/26/2017,Closed,Refi,15,Fixed,5.15,,,,,,,,
57388,57388,03/21/2017,29146.09,04/03/2017,04/03/2017,Closed,Refi,5,Fixed,4.45,,,,,,,,
57391,57391,03/21/2017,157775.21,04/10/2017,04/10/2017,Closed,Refi,15,Fixed,5.5,,,,,,,,
57394,57394,03/21/2017,76615.02,04/05/2017,04/05/2017,Closed,Refi,15,Fixed,5.8,,,,,,,,
57411,57411,03/21/2017,54807.82,05/01/2017,05/01/2017,Closed,Refi,5,Fixed,4.75,,,,,,,,
57430,57430,03/21/2017,18721.84,04/04/2017,04/04/2017,Closed,Refi,7,Fixed,5.3,,,,,,,,
57461,57461,03/21/2017,51449,04/14/2017,04/14/2017,Closed,Refi,20,Fixed,6.35,,,,,,,,
57465,57465,03/21/2017,206534.83,05/15/2017,05/15/2017,Closed,Refi,10,Variable,3.99,,,,,,,,
57478,57478,03/21/2017,267413.59,04/03/2017,04/03/2017,Closed,Refi,15,Fixed,5.15,,,,,,,,
57494,57494,03/21/2017,181452.73,04/10/2017,04/10/2017,Closed,Refi,10,Fixed,4.75,,,,,,,,
57531,57531,03/21/2017,97898.42,04/24/2017,04/24/2017,Closed,Refi,7,Fixed,5.65,,,,,,,,
57530,57530,03/21/2017,121652.32,05/16/2017,05/16/2017,Closed,Refi,10,Fixed,4.46,,,,,,,,
57533,57533,03/21/2017,28008.75,04/10/2017,04/10/2017,Closed,Refi,7,Fixed,5.3,,,,,,,,
57578,57578,03/21/2017,147029.01,04/25/2017,04/25/2017,Closed,Refi,10,Fixed,5.3,,,,,,,,
57585,57585,03/21/2017,104322.16,05/10/2017,05/10/2017,Closed,Refi,7,Fixed,5.3,,,,,,,,
57594,57594,03/21/2017,165822.31,04/10/2017,04/10/2017,Closed,Refi,7,Fixed,4.75,,,,,,,,
57601,57601,03/21/2017,57819.4,04/27/2017,04/27/2017,Closed,Refi,15,Fixed,5.7,,,,,,,,
57381,57381,03/21/2017,230000,04/03/2017,04/03/2017,Closed,Refi,10,Fixed,4.85,,,,,,,,
57409,57409,03/21/2017,40823.05,04/19/2017,04/19/2017,Closed,Refi,15,Fixed,5.6,,,,,,,,
57413,57413,03/21/2017,82965.07,05/09/2017,05/09/2017,Closed,Refi,15,Fixed,5.35,,,,,,,,
57424,57424,03/21/2017,41353.9,04/04/2017,04/04/2017,Closed,Refi,15,Variable,4.91,,,,,,,,
57428,57428,03/21/2017,282599.62,04/03/2017,04/03/2017,Closed,Refi,10,Fixed,4.75,,,,,,,,
57434,57434,03/21/2017,79299.73,04/05/2017,04/05/2017,Closed,Refi,10,Fixed,4.95,,,,,,,,
57493,57493,03/21/2017,54881.37,04/19/2017,04/19/2017,Closed,Refi,15,Fixed,5.5,,,,,,,,
57503,57503,03/21/2017,72324.23,04/19/2017,04/19/2017,Closed,Refi,20,Fixed,5.4,,,,,,,,
57518,57518,03/21/2017,246907.3,04/05/2017,04/05/2017,Closed,Refi,10,Variable,5.2,,,,,,,,
57559,57559,03/21/2017,37166.11,04/05/2017,04/05/2017,Closed,Refi,20,Fixed,6.35,,,,,,,,
57569,57569,03/21/2017,23858.91,04/04/2017,04/04/2017,Closed,Refi,7,Fixed,5,,,,,,,,
57571,57571,03/21/2017,55372.84,05/16/2017,05/16/2017,Closed,Refi,15,Fixed,5.7,,,,,,,,
57583,57583,03/21/2017,126914.21,04/04/2017,04/04/2017,Closed,Refi,10,Fixed,5.15,,,,,,,,
57587,57587,03/21/2017,139398.41,04/05/2017,04/05/2017,Closed,Refi,10,Fixed,5.05,,,,,,,,
57590P1,57590P1,03/21/2017,187825.23,05/12/2017,05/12/2017,Closed,Refi,20,Fixed,5.4,,,,,,,,
57613P1,57613P1,03/21/2017,198809.36,04/10/2017,04/10/2017,Closed,Refi,10,Fixed,5.05,,,,,,,,
57613P2,57613P2,03/21/2017,198809.36,04/10/2017,04/10/2017,Closed,Refi,10,Fixed,5.05,,,,,,,,
57590P2,57590P2,03/21/2017,187825.23,05/12/2017,05/12/2017,Closed,Refi,20,Fixed,5.4,,,,,,,,
57383P1,57383P1,03/21/2017,167835.02,04/19/2017,04/19/2017,Closed,Refi,10,Variable,5.35,,,,,,,,
57450,57450,03/21/2017,130620.37,04/03/2017,04/03/2017,Closed,Refi,10,Fixed,5.3,,,,,,,,
57462,57462,03/21/2017,47644.96,04/24/2017,04/24/2017,Closed,Refi,20,Fixed,6.15,,,,,,,,
57542,57542,03/21/2017,241115.84,04/04/2017,04/04/2017,Closed,Refi,15,Fixed,5.35,,,,,,,,
57501,57501,03/21/2017,105405.09,05/18/2017,05/18/2017,Closed,Refi,5,Fixed,4.85,,,,,,,,
57383P2,57383P2,03/21/2017,167835.02,04/19/2017,04/19/2017,Closed,Refi,10,Variable,5.35,,,,,,,,
57629,57629,03/22/2017,76177,04/24/2017,04/24/2017,Closed,Refi,15,Fixed,6.4,,,,,,,,
57632,57632,03/22/2017,107652.21,04/04/2017,04/04/2017,Closed,Refi,10,Fixed,6.15,,,,,,,,
57642,57642,03/22/2017,223185.8,04/24/2017,04/24/2017,Closed,Refi,20,Fixed,5.9,,,,,,,,
57665,57665,03/22/2017,128199.86,04/04/2017,04/04/2017,Closed,Refi,10,Fixed,4.75,,,,,,,,
57681,57681,03/22/2017,144158.49,04/04/2017,04/04/2017,Closed,Refi,15,Fixed,5.7,,,,,,,,
57701,57701,03/22/2017,29049.83,04/03/2017,04/03/2017,Closed,Refi,20,Fixed,5.8,,,,,,,,
57708,57708,03/22/2017,25001.2,04/19/2017,04/19/2017,Closed,Refi,5,Fixed,4.6,,,,,,,,
57731,57731,03/22/2017,60870.24,04/20/2017,04/20/2017,Closed,Refi,10,Fixed,5.3,,,,,,,,
57747,57747,03/22/2017,74285.17,04/07/2017,04/07/2017,Closed,Refi,10,Fixed,5.5,,,,,,,,
57757,57757,03/22/2017,91148.01,04/19/2017,04/19/2017,Closed,Refi,20,Fixed,6.15,,,,,,,,
57772,57772,03/22/2017,52502.42,04/07/2017,04/07/2017,Closed,Refi,10,Fixed,5.15,,,,,,,,
57774,57774,03/22/2017,231623.91,04/19/2017,04/19/2017,Closed,Refi,10,Fixed,4.75,,,,,,,,
57790,57790,03/22/2017,110248.05,04/03/2017,04/03/2017,Closed,Refi,20,Fixed,5.8,,,,,,,,
57796,57796,03/22/2017,60000,06/09/2017,06/09/2017,Closed,Refi,10,Fixed,4.95,,,,,,,,
57799,57799,03/22/2017,42000,05/11/2017,05/11/2017,Closed,Refi,5,Fixed,5.1,,,,,,,,
57621,57621,03/22/2017,143948.02,04/05/2017,04/05/2017,Closed,Refi,10,Fixed,5.15,,,,,,,,
57627,57627,03/22/2017,191971.52,05/22/2017,05/22/2017,Closed,Refi,15,Fixed,5.15,,,,,,,,
57639,57639,03/22/2017,186813,04/24/2017,04/24/2017,Closed,Refi,7,Fixed,5.3,,,,,,,,
57699,57699,03/22/2017,156485.04,05/01/2017,05/01/2017,Closed,Refi,7,Fixed,4.55,,,,,,,,
57719,57719,03/22/2017,143726.86,04/05/2017,04/05/2017,Closed,Refi,10,Fixed,5.15,,,,,,,,
57745,57745,03/22/2017,155012.7,04/26/2017,04/26/2017,Closed,Refi,10,Fixed,5.4,,,,,,,,
57762,57762,03/22/2017,259492.26,04/06/2017,04/06/2017,Closed,Refi,20,Fixed,5.45,,,,,,,,
57777,57777,03/22/2017,34610.58,04/07/2017,04/07/2017,Closed,Refi,20,Fixed,6.4,,,,,,,,
57797P1,57797P1,03/22/2017,162697.81,04/24/2017,04/24/2017,Closed,Refi,15,Fixed,5.25,,,,,,,,
57808,57808,03/22/2017,88053.94,04/03/2017,04/03/2017,Closed,Refi,5,Fixed,4.65,,,,,,,,
57813P1,57813P1,03/22/2017,145988.4,04/24/2017,04/24/2017,Closed,Refi,10,Fixed,5.15,,,,,,,,
57818,57818,03/22/2017,224310.48,04/27/2017,04/27/2017,Closed,Refi,15,Fixed,5.25,,,,,,,,
57813P2,57813P2,03/22/2017,145988.4,04/24/2017,04/24/2017,Closed,Refi,10,Fixed,5.15,,,,,,,,
57813P3,57813P3,03/22/2017,145988.4,04/24/2017,04/24/2017,Closed,Refi,10,Fixed,5.15,,,,,,,,
57797P2,57797P2,03/22/2017,162697.81,04/24/2017,04/24/2017,Closed,Refi,15,Fixed,5.25,,,,,,,,
57673,57673,03/22/2017,206405.08,04/19/2017,04/19/2017,Closed,Refi,15,Fixed,5.25,,,,,,,,
57844,57844,03/23/2017,29746.01,05/10/2017,05/10/2017,Closed,Refi,7,Fixed,4.75,,,,,,,,
57883,57883,03/23/2017,45051.49,04/25/2017,04/25/2017,Closed,Refi,10,Fixed,5.3,,,,,,,,
57909,57909,03/23/2017,116385.31,04/27/2017,04/27/2017,Closed,Refi,15,Fixed,5.7,,,,,,,,
57922,57922,03/23/2017,46773.37,04/03/2017,04/03/2017,Closed,Refi,20,Variable,4.23,,,,,,,,
57975,57975,03/23/2017,30000,04/13/2017,04/13/2017,Closed,Refi,5,Fixed,4.95,,,,,,,,
57980,57980,03/23/2017,122710.26,04/20/2017,04/20/2017,Closed,Refi,10,Fixed,4.75,,,,,,,,
57839,57839,03/23/2017,66229.4,07/28/2017,07/28/2017,Closed,Refi,7,Fixed,5.4,,,,,,,,
57851,57851,03/23/2017,280054.31,04/05/2017,04/05/2017,Closed,Refi,7,Fixed,6,,,,,,,,
57858,57858,03/23/2017,235963.48,05/02/2017,05/02/2017,Closed,Refi,15,Fixed,5.15,,,,,,,,
57861,57861,03/23/2017,291182.88,06/01/2017,06/01/2017,Closed,Refi,20,Fixed,5.4,,,,,,,,
57865,57865,03/23/2017,161523.83,04/28/2017,04/28/2017,Closed,Refi,10,Fixed,4.95,,,,,,,,
57891,57891,03/23/2017,16770.33,04/11/2017,04/11/2017,Closed,Refi,5,Fixed,4.85,,,,,,,,
57892,57892,03/23/2017,203418.62,04/05/2017,04/05/2017,Closed,Refi,20,Variable,4.13,,,,,,,,
57955,57955,03/23/2017,113634.2,04/06/2017,04/06/2017,Closed,Refi,10,Fixed,4.7,,,,,,,,
57963,57963,03/23/2017,27669.84,04/06/2017,04/06/2017,Closed,Refi,20,Fixed,6.35,,,,,,,,
57974,57974,03/23/2017,12644.6,04/19/2017,04/19/2017,Closed,Refi,5,Fixed,4.7,,,,,,,,
57987,57987,03/23/2017,38530.79,04/10/2017,04/10/2017,Closed,Refi,20,Fixed,6.05,,,,,,,,
57990,57990,03/23/2017,257063.79,04/19/2017,04/19/2017,Closed,Refi,20,Fixed,5.45,,,,,,,,
58013,58013,03/24/2017,6689.64,04/07/2017,04/07/2017,Closed,Refi,5,Fixed,4.85,,,,,,,,
58040,58040,03/24/2017,75420.53,04/19/2017,04/19/2017,Closed,Refi,15,Fixed,5.35,,,,,,,,
58070,58070,03/24/2017,81390.72,05/08/2017,05/08/2017,Closed,Refi,10,Fixed,4.75,,,,,,,,
58072,58072,03/24/2017,122573.67,05/23/2017,05/23/2017,Closed,Refi,20,Fixed,6.05,,,,,,,,
58157,58157,03/24/2017,165169.54,04/19/2017,04/19/2017,Closed,Refi,5,Fixed,4.75,,,,,,,,
57998,57998,03/24/2017,113457.69,04/06/2017,04/06/2017,Closed,Refi,5,Fixed,4.95,,,,,,,,
58009,58009,03/24/2017,25482.2,04/06/2017,04/06/2017,Closed,Refi,5,Fixed,4.75,,,,,,,,
58025P1,58025P1,03/24/2017,146846.4,05/02/2017,05/02/2017,Closed,Refi,20,Fixed,5.4,,,,,,,,
58026,58026,03/24/2017,148960.97,04/24/2017,04/24/2017,Closed,Refi,10,Fixed,5.05,,,,,,,,
58029,58029,03/24/2017,29883.61,04/18/2017,04/18/2017,Closed,Refi,10,Fixed,5.4,,,,,,,,
58033,58033,03/24/2017,141152.62,04/04/2017,04/04/2017,Closed,Refi,7,Fixed,4.65,,,,,,,,
58057,58057,03/24/2017,103991.19,04/18/2017,04/18/2017,Closed,Refi,10,Fixed,4.75,,,,,,,,
58060,58060,03/24/2017,64777,04/06/2017,04/06/2017,Closed,Refi,10,Fixed,5.05,,,,,,,,
58123,58123,03/24/2017,37214.8,04/10/2017,04/10/2017,Closed,Refi,5,Fixed,4.85,,,,,,,,
58139,58139,03/24/2017,41814.88,04/05/2017,04/05/2017,Closed,Refi,10,Fixed,4.5,,,,,,,,
58141,58141,03/24/2017,89185,05/11/2017,05/11/2017,Closed,Refi,15,Fixed,5.7,,,,,,,,
58162,58162,03/24/2017,130599.88,04/04/2017,04/04/2017,Closed,Refi,15,Fixed,5.6,,,,,,,,
58164,58164,03/24/2017,106944.17,04/18/2017,04/18/2017,Closed,Refi,15,Fixed,5.6,,,,,,,,
58025P2,58025P2,03/24/2017,146846.4,05/02/2017,05/02/2017,Closed,Refi,20,Fixed,5.4,,,,,,,,
58025P3,58025P3,03/24/2017,146846.4,05/02/2017,05/02/2017,Closed,Refi,20,Fixed,5.4,,,,,,,,
58078,58078,03/24/2017,44113.79,04/25/2017,04/25/2017,Closed,Refi,15,Fixed,5.8,,,,,,,,
58079,58079,03/24/2017,257829,05/11/2017,05/11/2017,Closed,Refi,20,Fixed,5.35,,,,,,,,
58002,58002,03/24/2017,120069.56,04/24/2017,04/24/2017,Closed,Refi,10,Fixed,4.95,,,,,,,,
58059,58059,03/24/2017,80745.52,04/19/2017,04/19/2017,Closed,Refi,15,Fixed,5.25,,,,,,,,
58085,58085,03/24/2017,164150.58,04/24/2017,04/24/2017,Closed,Refi,5,Fixed,5.1,,,,,,,,
58124,58124,03/24/2017,97211.4,04/10/2017,04/10/2017,Closed,Refi,15,Fixed,5.15,,,,,,,,
58165P1,58165P1,03/25/2017,150936.31,04/20/2017,04/20/2017,Closed,Refi,20,Fixed,5.4,,,,,,,,
58206,58206,03/25/2017,88978.98,04/07/2017,04/07/2017,Closed,Refi,20,Fixed,5.6,,,,,,,,
58208P1,58208P1,03/25/2017,137422.02,04/04/2017,04/04/2017,Closed,Refi,10,Fixed,6.4,,,,,,,,
58212,58212,03/25/2017,176310.53,04/11/2017,04/11/2017,Closed,Refi,20,Variable,5.06,,,,,,,,
58218,58218,03/25/2017,99945.75,05/09/2017,05/04/2017,Closed,Refi,15,Fixed,5.7,,,,,,,,
58228,58228,03/25/2017,183000,05/09/2017,05/09/2017,Closed,Refi,15,Fixed,6,,,,,,,,
58229,58229,03/25/2017,84412,05/18/2017,05/18/2017,Closed,Refi,15,Variable,4.46,,,,,,,,
58265,58265,03/25/2017,271820.02,05/05/2017,05/05/2017,Closed,Refi,10,Fixed,5.3,,,,,,,,
58277,58277,03/25/2017,88315.76,04/06/2017,04/06/2017,Closed,Refi,7,Fixed,5.3,,,,,,,,
58290,58290,03/25/2017,203444.44,04/24/2017,04/24/2017,Closed,Refi,10,Fixed,4.75,,,,,,,,
58294,58294,03/25/2017,43087.04,05/12/2017,05/12/2017,Closed,Refi,5,Fixed,4.95,,,,,,,,
58168,58168,03/25/2017,190102.31,04/06/2017,04/06/2017,Closed,Refi,10,Fixed,5.05,,,,,,,,
58176,58176,03/25/2017,28226.25,05/04/2017,05/04/2017,Closed,Refi,10,Fixed,5.15,,,,,,,,
58193P1,58193P1,03/25/2017,183743.32,04/05/2017,04/05/2017,Closed,Refi,20,Fixed,5.65,,,,,,,,
58231,58231,03/25/2017,50168.7,04/05/2017,04/05/2017,Closed,Refi,5,Variable,4.08,,,,,,,,
58264,58264,03/25/2017,186587.58,04/05/2017,04/05/2017,Closed,Refi,20,Fixed,5.6,,,,,,,,
58278,58278,03/25/2017,86124.36,05/08/2017,05/08/2017,Closed,Refi,5,Fixed,4.2,,,,,,,,
58286,58286,03/25/2017,95404.09,05/05/2017,05/05/2017,Closed,Refi,20,Fixed,6.05,,,,,,,,
58299,58299,03/25/2017,58951.53,04/19/2017,04/19/2017,Closed,Refi,10,Fixed,5.05,,,,,,,,
58302,58302,03/25/2017,163816.71,05/23/2017,05/23/2017,Closed,Refi,7,Fixed,4.95,,,,,,,,
58208P2,58208P2,03/25/2017,137422.02,04/04/2017,04/04/2017,Closed,Refi,10,Fixed,6.4,,,,,,,,
58193P2,58193P2,03/25/2017,183743.32,04/05/2017,04/05/2017,Closed,Refi,20,Fixed,5.65,,,,,,,,
58208P3,58208P3,03/25/2017,137422.02,04/04/2017,04/04/2017,Closed,Refi,10,Fixed,6.4,,,,,,,,
58165P3,58165P3,03/25/2017,150936.31,04/20/2017,04/20/2017,Closed,Refi,20,Fixed,5.4,,,,,,,,
58165P2,58165P2,03/25/2017,150936.31,04/20/2017,04/20/2017,Closed,Refi,20,Fixed,5.4,,,,,,,,
58243,58243,03/25/2017,140791.25,04/18/2017,04/18/2017,Closed,Refi,7,Fixed,5.85,,,,,,,,
58289,58289,03/25/2017,186084.2,04/18/2017,04/18/2017,Closed,Refi,20,Fixed,5.4,,,,,,,,
58234,58234,03/25/2017,166606.8,06/02/2017,06/02/2017,Closed,Refi,5,Fixed,5.6,,,,,,,,
58273,58273,03/25/2017,109354.1,06/23/2017,06/23/2017,Closed,Refi,10,Fixed,5.15,,,,,,,,
58291,58291,03/25/2017,103231.14,05/15/2017,05/15/2017,Closed,Refi,15,Fixed,5.7,,,,,,,,
58340,58340,03/26/2017,18833.45,05/15/2017,05/15/2017,Closed,Refi,10,Fixed,5.05,,,,,,,,
58369,58369,03/26/2017,256737.76,04/20/2017,04/20/2017,Closed,Refi,15,Fixed,5.15,,,,,,,,
58374,58374,03/26/2017,56500,06/02/2017,06/02/2017,Closed,Refi,15,Fixed,5.45,,,,,,,,
58376,58376,03/26/2017,102335.71,05/03/2017,05/03/2017,Closed,Refi,15,Fixed,5.75,,,,,,,,
58379,58379,03/26/2017,137319.62,04/05/2017,04/05/2017,Closed,Refi,15,Fixed,5.15,,,,,,,,
58384,58384,03/26/2017,134585.9,04/25/2017,04/25/2017,Closed,Refi,15,Fixed,5.35,,,,,,,,
58393,58393,03/26/2017,209045.34,05/01/2017,05/01/2017,Closed,Refi,7,Fixed,4.55,,,,,,,,
58401,58401,03/26/2017,72285.2,04/10/2017,04/10/2017,Closed,Refi,15,Fixed,5.35,,,,,,,,
58428,58428,03/26/2017,114431.4,04/06/2017,04/06/2017,Closed,Refi,15,Fixed,5.6,,,,,,,,
58456,58456,03/26/2017,67127.35,05/05/2017,05/05/2017,Closed,Refi,5,Fixed,5.1,,,,,,,,
58460P1,58460P1,03/26/2017,134398.48,04/25/2017,04/25/2017,Closed,Refi,15,Fixed,5.25,,,,,,,,
58467,58467,03/26/2017,10227.95,06/19/2017,06/19/2017,Closed,Refi,5,Fixed,5.1,,,,,,,,
58315,58315,03/26/2017,117185.25,05/10/2017,05/10/2017,Closed,Refi,10,Fixed,4.95,,,,,,,,
58326,58326,03/26/2017,41476.52,04/24/2017,04/24/2017,Closed,Refi,15,Fixed,5.45,,,,,,,,
58335P1,58335P1,03/26/2017,180000,05/05/2017,05/05/2017,Closed,Refi,15,Fixed,5.15,,,,,,,,
58358,58358,03/26/2017,56279.29,04/06/2017,04/06/2017,Closed,Refi,10,Fixed,5.15,,,,,,,,
58363,58363,03/26/2017,35236.9,04/24/2017,04/24/2017,Closed,Refi,10,Fixed,5.3,,,,,,,,
58386,58386,03/26/2017,115050.04,04/10/2017,04/10/2017,Closed,Refi,20,Fixed,5.4,,,,,,,,
58419,58419,03/26/2017,66139.06,04/18/2017,04/18/2017,Closed,Refi,10,Fixed,5.15,,,,,,,,
58422,58422,03/26/2017,94174.77,04/27/2017,04/27/2017,Closed,Refi,15,Fixed,5.7,,,,,,,,
